收寄城市,寄达城市,集包件运量
湖州,嘉兴,0.0
湖州,宁波,0.0
湖州,台州,0.0
湖州,金华,0.0
湖州,义乌,0.0
湖州,温州,0.0
湖州,合肥,0.0
湖州,蚌埠,0.0
湖州,芜湖,0.0
湖州,安庆,0.0
湖州,福州,0.0
湖州,厦门,0.0
湖州,泉州,0.0
湖州,南昌,0.0
湖州,鹰潭,0.0
湖州,赣州,0.0
湖州,济南,0.0
湖州,潍坊,0.0
湖州,烟台,0.0
湖州,青岛,0.0
湖州,济宁,0.0
湖州,临沂,0.0
湖州,郑州,0.0
湖州,漯河,0.0
湖州,信阳,0.0
湖州,洛阳,0.0
湖州,武汉,192.0
湖州,荆州,0.0
湖州,襄阳,0.0
湖州,长沙,0.0
湖州,常德,0.0
湖州,衡阳,0.0
湖州,广州,440.0
湖州,汕头,0.0
湖州,深圳,0.0
湖州,东莞,0.0
湖州,湛江,0.0
湖州,中山,0.0
湖州,南宁,0.0
湖州,柳州,0.0
湖州,海口,0.0
湖州,重庆,0.0
湖州,成都,298.0
湖州,南充,0.0
湖州,内江,0.0
湖州,贵阳,0.0
湖州,昆明,0.0
湖州,大理州,0.0
湖州,拉萨,0.0
湖州,西安,352.0
湖州,宝鸡,0.0
湖州,兰州,0.0
湖州,西宁,0.0
湖州,银川,0.0
湖州,乌鲁木齐,0.0
湖州,阿克苏,0.0
湖州,喀什,0.0
嘉兴,北京,121.0
嘉兴,天津,0.0
嘉兴,石家庄,0.0
嘉兴,唐山,0.0
嘉兴,廊坊,0.0
嘉兴,保定,0.0
嘉兴,太原,0.0
嘉兴,侯马,0.0
嘉兴,呼和浩特,0.0
嘉兴,包头,0.0
嘉兴,沈阳,0.0
嘉兴,大连,0.0
嘉兴,锦州,0.0
嘉兴,长春,0.0
嘉兴,哈尔滨,0.0
嘉兴,上海,6076.0
嘉兴,南京,0.0
嘉兴,常州,0.0
嘉兴,无锡,0.0
嘉兴,苏州,0.0
嘉兴,徐州,0.0
嘉兴,连云港,0.0
嘉兴,淮安,0.0
嘉兴,盐城,0.0
嘉兴,扬州,0.0
嘉兴,南通,0.0
嘉兴,杭州,0.0
嘉兴,湖州,0.0
嘉兴,嘉兴,0.0
嘉兴,宁波,0.0
嘉兴,台州,0.0
嘉兴,金华,118.0
嘉兴,义乌,37.0
嘉兴,温州,0.0
嘉兴,合肥,0.0
嘉兴,蚌埠,0.0
嘉兴,芜湖,0.0
嘉兴,安庆,0.0
嘉兴,福州,0.0
嘉兴,厦门,0.0
嘉兴,泉州,0.0
嘉兴,南昌,0.0
嘉兴,鹰潭,0.0
嘉兴,赣州,0.0
嘉兴,济南,0.0
嘉兴,潍坊,0.0
嘉兴,烟台,0.0
嘉兴,青岛,0.0
嘉兴,济宁,0.0
嘉兴,临沂,0.0
嘉兴,郑州,0.0
嘉兴,漯河,0.0
嘉兴,信阳,0.0
嘉兴,洛阳,0.0
嘉兴,武汉,215.0
嘉兴,荆州,0.0
嘉兴,襄阳,0.0
嘉兴,长沙,0.0
嘉兴,常德,0.0
嘉兴,衡阳,0.0
嘉兴,广州,317.0
嘉兴,汕头,0.0
嘉兴,深圳,0.0
嘉兴,东莞,0.0
嘉兴,湛江,0.0
嘉兴,中山,0.0
嘉兴,南宁,0.0
嘉兴,柳州,0.0
嘉兴,海口,0.0
嘉兴,重庆,0.0
嘉兴,成都,194.0
嘉兴,南充,0.0
嘉兴,内江,0.0
嘉兴,贵阳,0.0
嘉兴,昆明,0.0
嘉兴,大理州,0.0
嘉兴,拉萨,0.0
嘉兴,西安,175.0
嘉兴,宝鸡,0.0
嘉兴,兰州,0.0
嘉兴,西宁,0.0
嘉兴,银川,0.0
嘉兴,乌鲁木齐,0.0
嘉兴,阿克苏,0.0
嘉兴,喀什,0.0
宁波,北京,147.0
宁波,天津,0.0
宁波,石家庄,0.0
宁波,唐山,0.0
宁波,廊坊,0.0
宁波,保定,0.0
宁波,太原,0.0
宁波,侯马,0.0
宁波,呼和浩特,0.0
宁波,包头,0.0
宁波,沈阳,211.0
宁波,大连,0.0
宁波,锦州,0.0
宁波,长春,0.0
宁波,哈尔滨,0.0
宁波,上海,6339.0
宁波,南京,0.0
宁波,常州,0.0
宁波,无锡,0.0
宁波,苏州,0.0
宁波,徐州,0.0
宁波,连云港,0.0
宁波,淮安,0.0
宁波,盐城,0.0
宁波,扬州,0.0
宁波,南通,0.0
宁波,杭州,341.0
宁波,湖州,0.0
宁波,嘉兴,0.0
宁波,宁波,0.0
宁波,台州,0.0
宁波,金华,127.0
宁波,义乌,40.0
宁波,温州,0.0
宁波,合肥,0.0
宁波,蚌埠,0.0
宁波,芜湖,0.0
宁波,安庆,0.0
宁波,福州,0.0
宁波,厦门,0.0
宁波,泉州,0.0
宁波,南昌,0.0
宁波,鹰潭,0.0
宁波,赣州,0.0
宁波,济南,301.0
宁波,潍坊,0.0
宁波,烟台,0.0
宁波,青岛,0.0
宁波,济宁,0.0
宁波,临沂,0.0
宁波,郑州,257.0
宁波,漯河,0.0
宁波,信阳,0.0
宁波,洛阳,0.0
宁波,武汉,270.0
宁波,荆州,0.0
宁波,襄阳,0.0
宁波,长沙,257.0
宁波,常德,0.0
宁波,衡阳,0.0
宁波,广州,465.0
宁波,汕头,0.0
宁波,深圳,0.0
宁波,东莞,0.0
宁波,湛江,0.0
宁波,中山,0.0
宁波,南宁,0.0
宁波,柳州,0.0
宁波,海口,0.0
宁波,重庆,0.0
宁波,成都,283.0
宁波,南充,0.0
宁波,内江,0.0
宁波,贵阳,0.0
宁波,昆明,0.0
宁波,大理州,0.0
宁波,拉萨,0.0
宁波,西安,257.0
宁波,宝鸡,0.0
宁波,兰州,0.0
宁波,西宁,0.0
宁波,银川,0.0
宁波,乌鲁木齐,0.0
宁波,阿克苏,0.0
宁波,喀什,0.0
台州,北京,205.0
台州,天津,0.0
台州,石家庄,0.0
台州,唐山,0.0
台州,廊坊,0.0
台州,保定,0.0
台州,太原,0.0
台州,侯马,0.0
台州,呼和浩特,0.0
台州,包头,0.0
台州,沈阳,290.0
台州,大连,0.0
台州,锦州,0.0
台州,长春,0.0
台州,哈尔滨,0.0
台州,上海,10036.0
台州,南京,0.0
台州,常州,0.0
台州,无锡,0.0
台州,苏州,0.0
台州,徐州,0.0
台州,连云港,0.0
台州,淮安,0.0
台州,盐城,0.0
台州,扬州,0.0
台州,南通,0.0
台州,杭州,424.0
台州,湖州,0.0
台州,嘉兴,0.0
台州,宁波,0.0
台州,台州,0.0
台州,金华,203.0
台州,义乌,67.0
台州,温州,0.0
台州,合肥,0.0
台州,蚌埠,0.0
台州,芜湖,0.0
台州,安庆,0.0
台州,福州,0.0
台州,厦门,0.0
台州,泉州,0.0
台州,南昌,0.0
台州,鹰潭,0.0
台州,赣州,0.0
台州,济南,466.0
台州,潍坊,0.0
台州,烟台,0.0
台州,青岛,0.0
台州,济宁,0.0
台州,临沂,0.0
台州,郑州,379.0
台州,漯河,0.0
台州,信阳,0.0
台州,洛阳,0.0
台州,武汉,382.0
台州,荆州,0.0
台州,襄阳,0.0
台州,长沙,384.0
台州,常德,0.0
台州,衡阳,0.0
台州,广州,771.0
台州,汕头,0.0
台州,深圳,0.0
台州,东莞,0.0
台州,湛江,0.0
台州,中山,0.0
台州,南宁,0.0
台州,柳州,0.0
台州,海口,0.0
台州,重庆,0.0
台州,成都,417.0
台州,南充,0.0
台州,内江,0.0
台州,贵阳,0.0
台州,昆明,0.0
台州,大理州,0.0
台州,拉萨,0.0
台州,西安,387.0
台州,宝鸡,0.0
台州,兰州,0.0
台州,西宁,0.0
台州,银川,0.0
台州,乌鲁木齐,0.0
台州,阿克苏,0.0
台州,喀什,0.0
金华,北京,743.0
金华,天津,459.0
金华,石家庄,504.0
金华,唐山,0.0
金华,廊坊,0.0
金华,保定,0.0
金华,太原,387.0
金华,侯马,230.0
金华,呼和浩特,0.0
金华,包头,0.0
金华,沈阳,579.0
金华,大连,0.0
金华,锦州,0.0
金华,长春,388.0
金华,哈尔滨,507.0
金华,上海,5468.0
金华,南京,467.0
金华,常州,276.0
金华,无锡,248.0
金华,苏州,522.0
金华,徐州,381.0
金华,连云港,0.0
金华,淮安,0.0
金华,盐城,0.0
金华,扬州,0.0
金华,南通,0.0
金华,杭州,898.0
金华,湖州,0.0
金华,嘉兴,276.0
金华,宁波,527.0
金华,台州,253.0
金华,金华,0.0
金华,义乌,119.0
金华,温州,420.0
金华,合肥,500.0
金华,蚌埠,291.0
金华,芜湖,0.0
金华,安庆,0.0
金华,福州,479.0
金华,厦门,328.0
金华,泉州,227.0
金华,南昌,487.0
金华,鹰潭,0.0
金华,赣州,0.0
金华,济南,880.0
金华,潍坊,0.0
金华,烟台,0.0
金华,青岛,395.0
金华,济宁,0.0
金华,临沂,0.0
金华,郑州,717.0
金华,漯河,292.0
金华,信阳,303.0
金华,洛阳,223.0
金华,武汉,673.0
金华,荆州,0.0
金华,襄阳,0.0
金华,长沙,601.0
金华,常德,0.0
金华,衡阳,0.0
金华,广州,1166.0
金华,汕头,275.0
金华,深圳,420.0
金华,东莞,350.0
金华,湛江,0.0
金华,中山,331.0
金华,南宁,465.0
金华,柳州,0.0
金华,海口,226.0
金华,重庆,352.0
金华,成都,744.0
金华,南充,0.0
金华,内江,0.0
金华,贵阳,463.0
金华,昆明,356.0
金华,大理州,0.0
金华,拉萨,0.0
金华,西安,676.0
金华,宝鸡,0.0
金华,兰州,252.0
金华,西宁,0.0
金华,银川,0.0
金华,乌鲁木齐,224.0
金华,阿克苏,0.0
金华,喀什,0.0
义乌,北京,257.0
义乌,天津,542.0
义乌,石家庄,575.0
义乌,唐山,0.0
义乌,廊坊,0.0
义乌,保定,0.0
义乌,太原,444.0
义乌,侯马,255.0
义乌,呼和浩特,0.0
义乌,包头,0.0
义乌,沈阳,641.0
义乌,大连,0.0
义乌,锦州,0.0
义乌,长春,405.0
义乌,哈尔滨,551.0
义乌,上海,5046.0
义乌,南京,493.0
义乌,常州,301.0
义乌,无锡,280.0
义乌,苏州,573.0
义乌,徐州,442.0
义乌,连云港,0.0
义乌,淮安,0.0
义乌,盐城,0.0
义乌,扬州,0.0
义乌,南通,211.0
义乌,杭州,741.0
义乌,湖州,0.0
义乌,嘉兴,245.0
义乌,宁波,466.0
义乌,台州,233.0
义乌,金华,335.0
义乌,义乌,0.0
义乌,温州,391.0
义乌,合肥,543.0
义乌,蚌埠,340.0
义乌,芜湖,0.0
义乌,安庆,0.0
义乌,福州,573.0
义乌,厦门,387.0
义乌,泉州,289.0
义乌,南昌,643.0
义乌,鹰潭,0.0
义乌,赣州,0.0
义乌,济南,1174.0
义乌,潍坊,253.0
义乌,烟台,0.0
义乌,青岛,511.0
义乌,济宁,220.0
义乌,临沂,248.0
义乌,郑州,1040.0
义乌,漯河,416.0
义乌,信阳,443.0
义乌,洛阳,315.0
义乌,武汉,910.0
义乌,荆州,0.0
义乌,襄阳,0.0
义乌,长沙,854.0
义乌,常德,0.0
义乌,衡阳,270.0
义乌,广州,1619.0
义乌,汕头,383.0
义乌,深圳,576.0
义乌,东莞,460.0
义乌,湛江,233.0
义乌,中山,431.0
义乌,南宁,445.0
义乌,柳州,0.0
义乌,海口,0.0
义乌,重庆,356.0
义乌,成都,683.0
义乌,南充,0.0
义乌,内江,0.0
义乌,贵阳,443.0
义乌,昆明,350.0
义乌,大理州,0.0
义乌,拉萨,0.0
义乌,西安,639.0
义乌,宝鸡,0.0
义乌,兰州,0.0
义乌,西宁,0.0
义乌,银川,0.0
义乌,乌鲁木齐,0.0
义乌,阿克苏,0.0
义乌,喀什,0.0
温州,北京,189.0
温州,天津,0.0
温州,石家庄,0.0
温州,唐山,0.0
温州,廊坊,0.0
温州,保定,0.0
温州,太原,0.0
温州,侯马,0.0
温州,呼和浩特,0.0
温州,包头,0.0
温州,沈阳,216.0
温州,大连,0.0
温州,锦州,0.0
温州,长春,0.0
温州,哈尔滨,0.0
温州,上海,8407.0
温州,南京,0.0
温州,常州,0.0
温州,无锡,0.0
温州,苏州,0.0
温州,徐州,0.0
温州,连云港,0.0
温州,淮安,0.0
温州,盐城,0.0
温州,扬州,0.0
温州,南通,0.0
温州,杭州,377.0
温州,湖州,0.0
温州,嘉兴,0.0
温州,宁波,0.0
温州,台州,0.0
温州,金华,180.0
温州,义乌,49.0
温州,温州,0.0
温州,合肥,0.0
温州,蚌埠,0.0
温州,芜湖,0.0
温州,安庆,0.0
温州,福州,0.0
温州,厦门,0.0
温州,泉州,0.0
温州,南昌,0.0
温州,鹰潭,0.0
温州,赣州,0.0
温州,济南,0.0
温州,潍坊,0.0
温州,烟台,0.0
温州,青岛,0.0
温州,济宁,0.0
温州,临沂,0.0
温州,郑州,0.0
温州,漯河,0.0
温州,信阳,0.0
温州,洛阳,0.0
温州,武汉,304.0
温州,荆州,0.0
温州,襄阳,0.0
温州,长沙,0.0
温州,常德,0.0
温州,衡阳,0.0
温州,广州,542.0
温州,汕头,0.0
温州,深圳,0.0
温州,东莞,0.0
温州,湛江,0.0
温州,中山,0.0
温州,南宁,0.0
温州,柳州,0.0
温州,海口,0.0
温州,重庆,0.0
温州,成都,329.0
温州,南充,0.0
温州,内江,0.0
温州,贵阳,0.0
温州,昆明,0.0
温州,大理州,0.0
温州,拉萨,0.0
温州,西安,275.0
温州,宝鸡,0.0
温州,兰州,0.0
温州,西宁,0.0
温州,银川,0.0
温州,乌鲁木齐,0.0
温州,阿克苏,0.0
温州,喀什,0.0
合肥,北京,261.0
合肥,天津,242.0
合肥,石家庄,242.0
合肥,唐山,0.0
合肥,廊坊,0.0
合肥,保定,0.0
合肥,太原,215.0
合肥,侯马,0.0
合肥,呼和浩特,0.0
合肥,包头,0.0
合肥,沈阳,303.0
合肥,大连,0.0
合肥,锦州,0.0
合肥,长春,212.0
合肥,哈尔滨,227.0
合肥,上海,465.0
合肥,南京,178.0
合肥,常州,0.0
合肥,无锡,0.0
合肥,苏州,170.0
合肥,徐州,139.0
合肥,连云港,0.0
合肥,淮安,0.0
合肥,盐城,0.0
合肥,扬州,0.0
合肥,南通,0.0
合肥,杭州,201.0
合肥,湖州,0.0
合肥,嘉兴,0.0
合肥,宁波,0.0
合肥,台州,0.0
合肥,金华,87.0
合肥,义乌,27.0
合肥,温州,0.0
合肥,合肥,0.0
合肥,蚌埠,173.0
合肥,芜湖,0.0
合肥,安庆,0.0
合肥,福州,226.0
合肥,厦门,0.0
合肥,泉州,0.0
合肥,南昌,239.0
合肥,鹰潭,0.0
合肥,赣州,0.0
合肥,济南,369.0
合肥,潍坊,0.0
合肥,烟台,0.0
合肥,青岛,190.0
合肥,济宁,0.0
合肥,临沂,0.0
合肥,郑州,329.0
合肥,漯河,0.0
合肥,信阳,0.0
合肥,洛阳,0.0
合肥,武汉,4449.0
合肥,荆州,0.0
合肥,襄阳,0.0
合肥,长沙,288.0
合肥,常德,0.0
合肥,衡阳,0.0
合肥,广州,541.0
合肥,汕头,0.0
合肥,深圳,211.0
合肥,东莞,0.0
合肥,湛江,0.0
合肥,中山,0.0
合肥,南宁,210.0
合肥,柳州,0.0
合肥,海口,0.0
合肥,重庆,204.0
合肥,成都,417.0
合肥,南充,0.0
合肥,内江,0.0
合肥,贵阳,237.0
合肥,昆明,0.0
合肥,大理州,0.0
合肥,拉萨,0.0
合肥,西安,447.0
合肥,宝鸡,0.0
合肥,兰州,0.0
合肥,西宁,0.0
合肥,银川,0.0
合肥,乌鲁木齐,0.0
合肥,阿克苏,0.0
合肥,喀什,0.0
蚌埠,北京,137.0
蚌埠,天津,170.0
蚌埠,石家庄,0.0
蚌埠,唐山,0.0
蚌埠,廊坊,0.0
蚌埠,保定,0.0
蚌埠,太原,0.0
蚌埠,侯马,0.0
蚌埠,呼和浩特,0.0
蚌埠,包头,0.0
蚌埠,沈阳,219.0
蚌埠,大连,0.0
蚌埠,锦州,0.0
蚌埠,长春,175.0
蚌埠,哈尔滨,176.0
蚌埠,上海,236.0
蚌埠,南京,0.0
蚌埠,常州,0.0
蚌埠,无锡,0.0
蚌埠,苏州,0.0
蚌埠,徐州,0.0
蚌埠,连云港,0.0
蚌埠,淮安,0.0
蚌埠,盐城,0.0
蚌埠,扬州,0.0
蚌埠,南通,0.0
蚌埠,杭州,0.0
蚌埠,湖州,0.0
蚌埠,嘉兴,0.0
蚌埠,宁波,0.0
蚌埠,台州,0.0
蚌埠,金华,53.0
蚌埠,义乌,17.0
蚌埠,温州,0.0
蚌埠,合肥,135.0
蚌埠,蚌埠,0.0
蚌埠,芜湖,0.0
蚌埠,安庆,0.0
蚌埠,福州,0.0
蚌埠,厦门,0.0
蚌埠,泉州,0.0
蚌埠,南昌,0.0
蚌埠,鹰潭,0.0
蚌埠,赣州,0.0
蚌埠,济南,252.0
蚌埠,潍坊,0.0
蚌埠,烟台,0.0
蚌埠,青岛,0.0
蚌埠,济宁,0.0
蚌埠,临沂,0.0
蚌埠,郑州,210.0
蚌埠,漯河,0.0
蚌埠,信阳,0.0
蚌埠,洛阳,0.0
蚌埠,武汉,4388.0
蚌埠,荆州,0.0
蚌埠,襄阳,0.0
蚌埠,长沙,193.0
蚌埠,常德,0.0
蚌埠,衡阳,0.0
蚌埠,广州,383.0
蚌埠,汕头,0.0
蚌埠,深圳,0.0
蚌埠,东莞,0.0
蚌埠,湛江,0.0
蚌埠,中山,0.0
蚌埠,南宁,0.0
蚌埠,柳州,0.0
蚌埠,海口,0.0
蚌埠,重庆,0.0
蚌埠,成都,246.0
蚌埠,南充,0.0
蚌埠,内江,0.0
蚌埠,贵阳,180.0
蚌埠,昆明,0.0
蚌埠,大理州,0.0
蚌埠,拉萨,0.0
蚌埠,西安,282.0
蚌埠,宝鸡,0.0
蚌埠,兰州,0.0
蚌埠,西宁,0.0
蚌埠,银川,0.0
蚌埠,乌鲁木齐,0.0
蚌埠,阿克苏,0.0
蚌埠,喀什,0.0
芜湖,北京,61.0
芜湖,天津,0.0
芜湖,石家庄,0.0
芜湖,唐山,0.0
芜湖,廊坊,0.0
芜湖,保定,0.0
芜湖,太原,0.0
芜湖,侯马,0.0
芜湖,呼和浩特,0.0
芜湖,包头,0.0
芜湖,沈阳,0.0
芜湖,大连,0.0
芜湖,锦州,0.0
芜湖,长春,0.0
芜湖,哈尔滨,0.0
芜湖,上海,2659.0
芜湖,南京,0.0
芜湖,常州,0.0
芜湖,无锡,0.0
芜湖,苏州,0.0
芜湖,徐州,0.0
芜湖,连云港,0.0
芜湖,淮安,0.0
芜湖,盐城,0.0
芜湖,扬州,0.0
芜湖,南通,0.0
芜湖,杭州,0.0
芜湖,湖州,0.0
芜湖,嘉兴,0.0
芜湖,宁波,0.0
芜湖,台州,0.0
芜湖,金华,0.0
芜湖,义乌,0.0
芜湖,温州,0.0
芜湖,合肥,0.0
芜湖,蚌埠,0.0
芜湖,芜湖,0.0
芜湖,安庆,0.0
芜湖,福州,0.0
芜湖,厦门,0.0
芜湖,泉州,0.0
芜湖,南昌,0.0
芜湖,鹰潭,0.0
芜湖,赣州,0.0
芜湖,济南,0.0
芜湖,潍坊,0.0
芜湖,烟台,0.0
芜湖,青岛,0.0
芜湖,济宁,0.0
芜湖,临沂,0.0
芜湖,郑州,0.0
芜湖,漯河,0.0
芜湖,信阳,0.0
芜湖,洛阳,0.0
芜湖,武汉,98.0
芜湖,荆州,0.0
芜湖,襄阳,0.0
芜湖,长沙,0.0
芜湖,常德,0.0
芜湖,衡阳,0.0
芜湖,广州,149.0
芜湖,汕头,0.0
芜湖,深圳,0.0
芜湖,东莞,0.0
芜湖,湛江,0.0
芜湖,中山,0.0
芜湖,南宁,0.0
芜湖,柳州,0.0
芜湖,海口,0.0
芜湖,重庆,0.0
芜湖,成都,107.0
芜湖,南充,0.0
芜湖,内江,0.0
芜湖,贵阳,0.0
芜湖,昆明,0.0
芜湖,大理州,0.0
芜湖,拉萨,0.0
芜湖,西安,111.0
芜湖,宝鸡,0.0
芜湖,兰州,0.0
芜湖,西宁,0.0
芜湖,银川,0.0
芜湖,乌鲁木齐,0.0
芜湖,阿克苏,0.0
芜湖,喀什,0.0
安庆,北京,99.0
安庆,天津,0.0
安庆,石家庄,0.0
安庆,唐山,0.0
安庆,廊坊,0.0
安庆,保定,0.0
安庆,太原,0.0
安庆,侯马,0.0
安庆,呼和浩特,0.0
安庆,包头,0.0
安庆,沈阳,168.0
安庆,大连,0.0
安庆,锦州,0.0
安庆,长春,0.0
安庆,哈尔滨,0.0
安庆,上海,209.0
安庆,南京,0.0
安庆,常州,0.0
安庆,无锡,0.0
安庆,苏州,0.0
安庆,徐州,0.0
安庆,连云港,0.0
安庆,淮安,0.0
安庆,盐城,0.0
安庆,扬州,0.0
安庆,南通,0.0
安庆,杭州,0.0
安庆,湖州,0.0
安庆,嘉兴,0.0
安庆,宁波,0.0
安庆,台州,0.0
安庆,金华,0.0
安庆,义乌,0.0
安庆,温州,0.0
安庆,合肥,0.0
安庆,蚌埠,0.0
安庆,芜湖,0.0
安庆,安庆,0.0
安庆,福州,0.0
安庆,厦门,0.0
安庆,泉州,0.0
安庆,南昌,0.0
安庆,鹰潭,0.0
安庆,赣州,0.0
安庆,济南,186.0
安庆,潍坊,0.0
安庆,烟台,0.0
安庆,青岛,0.0
安庆,济宁,0.0
安庆,临沂,0.0
安庆,郑州,0.0
安庆,漯河,0.0
安庆,信阳,0.0
安庆,洛阳,0.0
安庆,武汉,5038.0
安庆,荆州,0.0
安庆,襄阳,0.0
安庆,长沙,0.0
安庆,常德,0.0
安庆,衡阳,0.0
安庆,广州,322.0
安庆,汕头,0.0
安庆,深圳,0.0
安庆,东莞,0.0
安庆,湛江,0.0
安庆,中山,0.0
安庆,南宁,0.0
安庆,柳州,0.0
安庆,海口,0.0
安庆,重庆,0.0
安庆,成都,222.0
安庆,南充,0.0
安庆,内江,0.0
安庆,贵阳,0.0
安庆,昆明,0.0
安庆,大理州,0.0
安庆,拉萨,0.0
安庆,西安,227.0
安庆,宝鸡,0.0
安庆,兰州,0.0
安庆,西宁,0.0
安庆,银川,0.0
安庆,乌鲁木齐,0.0
安庆,阿克苏,0.0
安庆,喀什,0.0
福州,北京,138.0
福州,天津,0.0
福州,石家庄,0.0
福州,唐山,0.0
福州,廊坊,0.0
福州,保定,0.0
福州,太原,0.0
福州,侯马,0.0
福州,呼和浩特,0.0
福州,包头,0.0
福州,沈阳,103.0
福州,大连,0.0
福州,锦州,0.0
福州,长春,0.0
福州,哈尔滨,0.0
福州,上海,2767.0
福州,南京,0.0
福州,常州,0.0
福州,无锡,0.0
福州,苏州,0.0
福州,徐州,48.0
福州,连云港,0.0
福州,淮安,0.0
福州,盐城,0.0
福州,扬州,0.0
福州,南通,0.0
福州,杭州,90.0
福州,湖州,0.0
福州,嘉兴,0.0
福州,宁波,0.0
福州,台州,0.0
福州,金华,42.0
福州,义乌,16.0
福州,温州,0.0
福州,合肥,67.0
福州,蚌埠,0.0
福州,芜湖,0.0
福州,安庆,0.0
福州,福州,0.0
福州,厦门,112.0
福州,泉州,85.0
福州,南昌,101.0
福州,鹰潭,0.0
福州,赣州,0.0
福州,济南,0.0
福州,潍坊,0.0
福州,烟台,0.0
福州,青岛,0.0
福州,济宁,0.0
福州,临沂,0.0
福州,郑州,105.0
福州,漯河,0.0
福州,信阳,0.0
福州,洛阳,0.0
福州,武汉,136.0
福州,荆州,0.0
福州,襄阳,0.0
福州,长沙,127.0
福州,常德,0.0
福州,衡阳,0.0
福州,广州,296.0
福州,汕头,0.0
福州,深圳,0.0
福州,东莞,0.0
福州,湛江,0.0
福州,中山,0.0
福州,南宁,0.0
福州,柳州,0.0
福州,海口,0.0
福州,重庆,0.0
福州,成都,133.0
福州,南充,0.0
福州,内江,0.0
福州,贵阳,0.0
福州,昆明,0.0
福州,大理州,0.0
福州,拉萨,0.0
福州,西安,107.0
福州,宝鸡,0.0
福州,兰州,0.0
福州,西宁,0.0
福州,银川,0.0
福州,乌鲁木齐,0.0
福州,阿克苏,0.0
福州,喀什,0.0
厦门,北京,83.0
厦门,天津,0.0
厦门,石家庄,0.0
厦门,唐山,0.0
厦门,廊坊,0.0
厦门,保定,0.0
厦门,太原,0.0
厦门,侯马,0.0
厦门,呼和浩特,0.0
厦门,包头,0.0
厦门,沈阳,47.0
厦门,大连,0.0
厦门,锦州,0.0
厦门,长春,0.0
厦门,哈尔滨,0.0
厦门,上海,104.0
厦门,南京,0.0
厦门,常州,0.0
厦门,无锡,0.0
厦门,苏州,0.0
厦门,徐州,27.0
厦门,连云港,0.0
厦门,淮安,0.0
厦门,盐城,0.0
厦门,扬州,0.0
厦门,南通,0.0
厦门,杭州,0.0
厦门,湖州,0.0
厦门,嘉兴,0.0
厦门,宁波,0.0
厦门,台州,0.0
厦门,金华,25.0
厦门,义乌,7.0
厦门,温州,0.0
厦门,合肥,0.0
厦门,蚌埠,0.0
厦门,芜湖,0.0
厦门,安庆,0.0
厦门,福州,103.0
厦门,厦门,0.0
厦门,泉州,56.0
厦门,南昌,0.0
厦门,鹰潭,0.0
厦门,赣州,0.0
厦门,济南,0.0
厦门,潍坊,0.0
厦门,烟台,0.0
厦门,青岛,0.0
厦门,济宁,0.0
厦门,临沂,0.0
厦门,郑州,37.0
厦门,漯河,0.0
厦门,信阳,0.0
厦门,洛阳,0.0
厦门,武汉,71.0
厦门,荆州,0.0
厦门,襄阳,0.0
厦门,长沙,0.0
厦门,常德,0.0
厦门,衡阳,0.0
厦门,广州,1461.0
厦门,汕头,0.0
厦门,深圳,66.0
厦门,东莞,0.0
厦门,湛江,0.0
厦门,中山,0.0
厦门,南宁,0.0
厦门,柳州,0.0
厦门,海口,0.0
厦门,重庆,0.0
厦门,成都,71.0
厦门,南充,0.0
厦门,内江,0.0
厦门,贵阳,0.0
厦门,昆明,0.0
厦门,大理州,0.0
厦门,拉萨,0.0
厦门,西安,56.0
厦门,宝鸡,0.0
厦门,兰州,0.0
厦门,西宁,0.0
厦门,银川,0.0
厦门,乌鲁木齐,0.0
厦门,阿克苏,0.0
厦门,喀什,0.0
泉州,北京,113.0
泉州,天津,0.0
泉州,石家庄,0.0
泉州,唐山,0.0
泉州,廊坊,0.0
泉州,保定,0.0
泉州,太原,0.0
泉州,侯马,0.0
泉州,呼和浩特,0.0
泉州,包头,0.0
泉州,沈阳,72.0
泉州,大连,0.0
泉州,锦州,0.0
泉州,长春,0.0
泉州,哈尔滨,0.0
泉州,上海,88.0
泉州,南京,0.0
泉州,常州,0.0
泉州,无锡,0.0
泉州,苏州,0.0
泉州,徐州,0.0
泉州,连云港,0.0
泉州,淮安,0.0
泉州,盐城,0.0
泉州,扬州,0.0
泉州,南通,0.0
泉州,杭州,0.0
泉州,湖州,0.0
泉州,嘉兴,0.0
泉州,宁波,0.0
泉州,台州,0.0
泉州,金华,23.0
泉州,义乌,7.0
泉州,温州,0.0
泉州,合肥,0.0
泉州,蚌埠,0.0
泉州,芜湖,0.0
泉州,安庆,0.0
泉州,福州,146.0
泉州,厦门,97.0
泉州,泉州,0.0
泉州,南昌,0.0
泉州,鹰潭,0.0
泉州,赣州,0.0
泉州,济南,76.0
泉州,潍坊,0.0
泉州,烟台,0.0
泉州,青岛,0.0
泉州,济宁,0.0
泉州,临沂,0.0
泉州,郑州,0.0
泉州,漯河,0.0
泉州,信阳,0.0
泉州,洛阳,0.0
泉州,武汉,82.0
泉州,荆州,0.0
泉州,襄阳,0.0
泉州,长沙,71.0
泉州,常德,0.0
泉州,衡阳,0.0
泉州,广州,1825.0
泉州,汕头,81.0
泉州,深圳,110.0
泉州,东莞,80.0
泉州,湛江,0.0
泉州,中山,91.0
泉州,南宁,0.0
泉州,柳州,0.0
泉州,海口,0.0
泉州,重庆,0.0
泉州,成都,105.0
泉州,南充,0.0
泉州,内江,0.0
